time	unix_time	mood	moodNotes	trigger	activity	unique_interactions	alone	location	morale	stress	fatigue	compulsions
2018-10-11T21:47:40.415432	1539308860.415432	3	tired	long week	leisure, tv	2	True	Home	2.5	3	4	True
2018-10-11T23:22:43.882544	1539314563.882544	3	focused	trying to train nn	schoolwork	0	True	Home	2	3.5	4	True
2018-10-12T00:56:30.454169	1539320190.454169	3	focused	playing around with nn	schoolwork	0	True	Home	3	3	4.5	True
2018-10-12T01:58:03.897328	1539323883.897328	3	exhausted but kind of accomplished	nn experiments were fruitful	schoolwork	2	True	Home	3.5	2.5	5	True
2018-10-12T10:58:06.766264	1539356286.766264	3	pretty tired	didn't sleep enough last night	cooking, eating, email	1	True	Home	3	3	3.5	False
2018-10-12T12:02:35.263194	1539360155.263194	3.5	encouraged	making progress with NNs	schoolwork	2	True	Home	3.5	3	4	True
2018-10-12T14:20:50.581767	1539368450.581767	3	neutral	at a talk at school	leisure, studying	2	False	School	3	2	3.5	True
2018-10-12T15:36:48.985582	1539373008.985582	4	cheerful	hanging out at school	leisure, schoolwork, with friends	4	False	School	3	1.5	3.5	False
2018-10-12T16:56:52.408273	1539377812.408273	4.5	cheerful	still hanging out	schoolwork, with friends	5	False	School	3.5	1	4	True
2018-10-12T18:16:27.666044	1539382587.666044	4.5	still cheerful	still hanging out	leisure, with friends, schoolwork, studying	7	False	School	3.5	0.5	4	False
2018-10-12T22:58:36.172244	1539399516.172244	3.5	content	had a good day, despite being sleep-deprived	schoolwork, leisure, feedly, reading	0	True	Home	3.5	1	4	True
2018-10-13T00:11:04.038085	1539403864.038085	3.5	weirdly energetic	probably the reese's puffs	schoolwork	2	True	Home	3	1.5	4.5	False
2018-10-13T11:37:48.804611	1539445068.804611	3	content	eating	washing up, cooking, eating	0	True	Home	3	2	1.5	False
2018-10-13T13:18:42.571677	1539451122.571677	3	neutral	just ran an errand, doing some work	errands, schoolwork, eating	3	True	Home	3	2	2	False
2018-10-13T15:04:21.983933	1539457461.983933	2.5	lazy, tired	messing with NN again	schoolwork	0	True	Home	2.5	2.5	3	False
2018-10-13T16:18:58.239383	1539461938.239383	3	focused	trying to implement the LSTM predictor	schoolwork	0	True	Home	3	2	3.5	True
2018-10-13T17:21:38.272948	1539465698.272948	3	focused	fixing LSTM predictor, responding to mozfest email	schoolwork, errands	0	True	Home	3	2	3	True
2018-10-13T19:53:51.062147	1539474831.062147	3.5	accomplished	went grocery shopping lol	errands, eating	2	True	Home	3	1.5	3.5	False
2018-10-13T20:55:55.254470	1539478555.25447	3	content	taking a breka	resting, studying, schoolwork	2	True	Home	3	1.5	4	True
2018-10-13T21:56:42.836266	1539482202.836266	3.5	not bad	figured something out, had dinner	schoolwork, eating	0	True	Home	3	1.5	4	True
2018-10-13T23:13:11.700200	1539486791.7002	3.5	accomplished	pickled my scaler and it works	schoolwork	0	True	Home	3.5	2	4	False
2018-10-14T00:14:11.784932	1539490451.784932	3	fine	doing hello computer hw	schoolwork	0	True	Home	3	1.5	4	True
2018-10-14T01:50:26.473395	1539496226.473395	3	focused	working on dialogflow bot	schoolwork	1	True	Home	3	1	4.5	False
2018-10-14T11:10:55.046094	1539529855.046094	3.5	content	just had breakfast	cooking, eating, leisure, feedly, washing up	1	True	Home	3	1.5	3	True
2018-10-14T12:12:16.347326	1539533536.347326	3.5	pretty good so far	making progress on the life support assistant	schoolwork	0	True	Home	3.5	1.5	3	True
2018-10-14T13:13:09.570262	1539537189.570262	3	tired	didn't sleep much last night	schoolwork, chatting	1	True	Home	2.5	2	4	False
2018-10-14T14:22:27.474915	1539541347.474915	2.5	a little frustrated, still tired	can't figure out this dialog flow thing	schoolwork	1	True	Home	2.5	2	4	True
2018-10-14T15:26:56.399013	1539545216.399013	3	fine	just working on assistant	schoolwork, working out	1	True	Home	3	2	4	False
2018-10-14T16:27:47.243239	1539548867.243239	3.5	accomplished	got firebase db connected to life support	schoolwork, eating	0	True	Home	3.5	1.5	3.5	True
2018-10-14T17:31:54.222658	1539552714.222658	4	accomplished	implemented good things and gratitude logs to life support	schoolwork	1	True	Home	4	1	3.5	False
2018-10-14T18:37:54.568506	1539556674.568506	3.5	scatterbrained	i keep distracting myself	schoolwork	1	True	Home	3	1.5	3.5	True
2018-10-14T19:38:55.101841	1539560335.101841	3.5	pretty good	cooking	cooking, schoolwork	1	True	Home	3	1	3.5	True
2018-10-14T20:43:55.940984	1539564235.940984	4	accomplished	cooked a lot of food for the week, listening to joanne	cooking, errands	0	True	Home	4	0.5	3	False
2018-10-14T21:47:44.563600	1539568064.5636	3	distracted	don't feel like working on my paperrrrr	leisure, schoolwork	0	True	Home	2	1.5	3.5	False
2018-10-14T22:53:51.347373	1539572031.347373	4	better	started playing with NNs again lol	schoolwork	0	True	Home	3	1	4	False
2018-10-14T23:55:17.783017	1539575717.783017	3.5	focused	working on my paper finally	schoolwork, working	0	True	Home	3.5	1	4	False
2018-10-15T00:56:21.657340	1539579381.65734	3	focused but tired	finishing up the paper	schoolwork	0	True	Home	3	1.5	4.5	False
2018-10-15T01:57:32.671241	1539583052.671241	2.5	tired and annoyed	should have started working on this paper earlier lol	schoolwork	0	True	Home	2	3	4.5	True
2018-10-15T03:06:59.414319	1539587219.414319	2	super sleepy	it's late and i'm still citing sources	schoolwork	0	True	Home	2	3.5	5	True
2018-10-15T12:26:31.701879	1539620791.701879	3.5	excited about all the extracurricular things i''ll be involved in	got a bunch of e-mails this morning	schoolwork, washing up, email	1	True	Home	4	1.5	2	False
2018-10-15T13:29:59.125735	1539624599.125735	3.5	still in a good mood	lots of good emails this morning	eating, washing up, email	3	True	Home	3.5	2	2.5	False
2018-10-15T14:31:36.318000	1539628296.318	3.5	cheerful	good interactions, feeling good	email, schoolwork	5	True	Home	3	2.5	2.5	False
2018-10-15T15:32:03.607096	1539631923.607096	3	focused	doing reading/blog post for class	schoolwork	0	True	Home	3	2	3	True
2018-10-15T16:33:32.603017	1539635612.603017	3	neutral	still doing readings	schoolwork	0	True	Home	2.5	2.5	3.5	False
2018-10-15T19:24:45.514111	1539645885.514111	3	fine	in class	in class	5	False	School	3	3	3.5	True
2018-10-15T20:27:59.005524	1539649679.005524	2.5	a little bored and restless	instruction is going to fast for anyone to follow	in class	1	False	School	3	2.5	3	False
2018-10-15T21:38:41.587300	1539653921.5873	3	fine	just doing some work at school	schoolwork	5	False	School	3	2.5	3.5	True
2018-10-15T23:33:18.266670	1539660798.26667	3.5	kind of proud of myself	i just did the hackiest thing but it worked	schoolwork	2	False	School	3.5	4	3.5	True
2018-10-16T01:00:21.192393	1539666021.192393	4	amused	still amused by my code	schoolwork	2	True	Home	3.5	3	3.5	False
2018-10-16T02:25:54.397930	1539671154.39793	2.5	annoyed	stayed up late working too much again lol	schoolwork	2	True	Home	3	2	4.5	True
2018-10-16T03:26:28.531646	1539674788.531646	2.5	super sleepy	it's late	schoolwork	0	True	Home	2	2	5	True
2018-10-16T11:05:50.755643	1539702350.755643	2.5	pretty tired, annoyed about l'officiel	didn't sleep much last night	washing up, email	0	True	Home	2.5	2.5	3.5	False
2018-10-16T12:27:36.176999	1539707256.176999	3.5	relieved	just presented neural aesthetic midterm, was quick and casual	in class	3	False	School	3.5	1.5	3.5	True
2018-10-16T13:34:15.770904	1539711255.770904	3	neutral	sitting in class watching midterm presentations	in class	0	False	School	3	1	4	True
2018-10-16T14:49:41.961069	1539715781.961069	3.5	content	enjoying lecture 	in class	4	False	School	3	0.5	3.5	False
2018-10-16T16:35:50.964755	1539722150.964755	3	neutral	at a workshop at elab	in class	3	False	School	3	0.5	4	False
2018-10-16T17:37:52.094946	1539725872.094946	3.5	cheerful but tired	didn't sleep enough	schoolwork	3	False	School	3	1	4	False
2018-10-16T18:38:30.968560	1539729510.96856	3	focused	working on ml viz	schoolwork	1	False	School	3	1	4	False
2018-10-16T19:54:57.843886	1539734097.843886	3.5	focused	still working on ml viz	schoolwork	1	False	School	3.5	1	3	False
2018-10-16T20:56:00.484858	1539737760.484858	4	cheerful	sat on first ash call in a while	ash stuff, schoolwork	4	False	School	3	1.5	3.5	False
2018-10-16T21:56:51.904626	1539741411.904626	4	cheerful	hanging out at school	schoolwork, leisure	6	False	School	3.5	1	3.5	False
2018-10-16T23:52:33.874783	1539748353.874783	3	content	relaxing at home, too lazy to work	leisure, feedly	4	True	Home	2	1.5	4	True
2018-10-17T01:07:13.757702	1539752833.757702	4	excited	mozilla tweeted about me	leisure, schoolwork, feedly	0	True	Home	4	1.5	4.5	True
2018-10-17T12:30:33.955958	1539793833.955958	3.5	cheerful, proud	lots of good attention around my project	in class	1	False	School	4.5	2	3	False
2018-10-17T13:45:33.664806	1539798333.664806	4	cheerful	hanging out during break	in class	5	False	School	4	2.5	3.5	True
2018-10-17T14:46:08.769775	1539801968.769775	3.5	pretty good	just sitting in class	in class	2	False	School	3.5	2	3	True
2018-10-17T17:53:43.922498	1539813223.922498	4	cheerful, excited	hanging out at school, sys.any worked	schoolwork	7	False	School	4.5	1.5	3	False
2018-10-17T18:54:37.562108	1539816877.562108	4	satisfied	all of nicole's suggestions worked so easily	schoolwork	3	False	School	4.5	1	3	True
2018-10-17T19:55:14.241233	1539820514.241233	3.5	focused	working on life support bot	schoolwork	1	False	School	4	1.5	3.5	True
2018-10-17T21:48:50.233598	1539827330.233598	3	tired/lazy	long day	leisure, feedly	0	True	Home	2	2	4	True
2018-10-17T22:49:42.695791	1539830982.695791	3	still tired and lazy	long day	leisure, feedly, resting	2	True	Home	2	2	4.5	True
2018-10-17T23:50:43.364490	1539834643.36449	2.5	still tired and lazy	i should just go to sleep	leisure, tv	0	True	Home	2	2.5	4.5	True
2018-10-18T00:51:16.762899	1539838276.762899	3	more focused now	writing a cover letter for propublica	working	0	True	Home	3	1.5	4.5	True
2018-10-18T01:51:45.380243	1539841905.380243	3	still focused	finishing up this cover letter	working	0	True	Home	2.5	1.5	5	True
2018-10-18T11:20:04.946929	1539876004.946929	3	neutral	getting ready to leave for class	washing up, cooking	0	True	Home	3	2	2.5	True
2018-10-18T17:24:07.357109	1539897847.357109	3	neutral	just got to school	schoolwork	2	False	School	3	1.5	3.5	True
2018-10-18T18:35:28.284945	1539902128.284945	2.5	tired	not sure, took a nap but still have a headache	schoolwork	2	False	School	2.5	2	3.5	True
2018-10-18T19:48:53.337304	1539906533.337304	4	cheerfule	hanging out at school	leisure, with friends, schoolwork	4	False	School	3	1.5	3	False
2018-10-18T23:08:07.150814	1539918487.150814	2.5	super tired again	i guess i didn't sleep much	errands, leisure	6	True	Home	2.5	1.5	4.5	True
2018-10-19T00:09:54.207398	1539922194.207398	3	better	trying to do some work	errands, schoolwork	3	True	Home	3	1	4.5	True
2018-10-19T01:10:57.831621	1539925857.831621	3.5	inspired	listening to florence and the machine lol	schoolwork, leisure	1	True	Home	3.5	0.5	4.5	False
2018-10-19T02:15:15.155671	1539929715.155671	3	content	just enjoying my night	schoolwork, leisure	0	True	Home	3	1	4.5	False
2018-10-19T03:16:10.874936	1539933370.874936	2.5	super sleepy	my brain refuses to turn off	working, errands	0	True	Home	2.5	0.5	5	False
2018-10-19T12:12:15.075536	1539965535.075536	3	content	just getting up	cooking, leisure, email, feedly	1	True	Home	3.5	1	3	False
2018-10-19T13:32:46.055412	1539970366.055412	3.5	pretty good	florence is lifting my spirits lol	washing up, schoolwork	0	True	Home	4	0.5	3	False
2018-10-19T15:02:12.315169	1539975732.315169	3.5	still pretty good, focused	working on life support assistant	schoolwork	4	False	School	3.5	1	2.5	True
2018-10-19T17:10:13.508376	1539983413.508376	3.5	cheerful	got food with sandy, cleaning out my to do list	schoolwork, errands, with friends, eating	2	False	School	4	1.5	3	False
2018-10-19T18:10:38.048102	1539987038.048102	3	focused	working on documentation	schoolwork	2	False	School	3.5	1.4	3.5	True
2018-10-19T19:10:56.239706	1539990656.239706	3	focused	still working on documentation	schoolwork	1	False	School	3.5	1	4	False
2018-10-19T20:11:38.169961	1539994298.169961	3	still focused	still working on documentation	schoolwork	1	False	School	3	1	4	False
2018-10-19T21:19:11.859988	1539998351.859988	4.5	cheerful	hanging out	schoolwork, leisure, with friends	2	False	School	2.5	1.5	4	True
2018-10-20T00:43:29.067913	1540010609.067913	4.5	cheerful	had a nice night with sandy	leisure, with friends, errands	2	True	Home	3.5	1	4	True
2018-10-20T01:47:14.050220	1540014434.05022	3.5	getting tired	have to pack	errands	1	True	Home	2.5	1.5	4.5	True
2018-10-20T02:56:46.048506	1540018606.048506	3	content	getting ready for bed	washing up	0	True	Home	2.5	1	4.5	True
2018-10-20T12:34:41.496057	1540053281.496057	3	content	eating breakfast	cooking, eating, errands	2	True	Home	3	2	3	False
2018-10-20T13:37:02.656647	1540057022.656647	3.5	excited	signing up for mozfest events	leisure, errands	2	True	Home	3.5	1.5	3	False
2018-10-20T14:41:22.057372	1540060882.057372	3	neutral	trying to pack up to leave	errands, washing up	0	True	Home	3	2.5	2.5	True
2018-10-20T16:06:39.659376	1540065999.659376	3	fine	working on life support	schoolwork	4	False	School	3.5	3	3.5	False
2018-10-20T17:13:54.175944	1540070034.175944	4	relieved	finished my hello computer final	schoolwork	8	False	School	4	1	3.5	True
2018-10-20T18:37:10.821753	1540075030.821753	4	cheerful	hanging out at school	leisure, with friends	5	False	School	3.5	2	3	False
